,Address,Latitude,Longitude
126,405 BEDOK NTH AVE 3 Singapore,1.3288799999999998,103.93439000000001
127,172 BEDOK STH RD Singapore,1.32039,103.94466
128,406 BEDOK NTH AVE 3 Singapore,1.3287,103.93443
129,55 NEW UPP CHANGI RD Singapore,1.32485,103.94187
130,66 BEDOK STH AVE 3 Singapore,1.31905,103.9436
131,103 LENGKONG TIGA Singapore,1.32572,103.91071
132,67 BEDOK STH AVE 3 Singapore,1.31924,103.94421
133,114 BEDOK RESERVOIR RD Singapore,1.3307200000000001,103.90996
134,10D BEDOK STH AVE 2 Singapore,1.32174,103.93616
135,629 BEDOK RESERVOIR RD Singapore,1.33409,103.91505
136,104 LENGKONG TIGA Singapore,1.32574,103.90989
137,308 SHUNFU RD Singapore,1.35039,103.83787
138,271 BISHAN ST 24 Singapore,1.35669,103.84232
139,107 BISHAN ST 12 Singapore,1.34659,103.84796999999999
140,239 BISHAN ST 22 Singapore,1.36029,103.84481
141,264 BISHAN ST 24 Singapore,1.35853,103.84206999999999
142,177 BISHAN ST 13 Singapore,1.34802,103.85359
143,281 BISHAN ST 24 Singapore,1.35737,103.84444
144,113 BISHAN ST 12 Singapore,1.3473700000000002,103.84829
145,227 BISHAN ST 23 Singapore,1.35825,103.84715
146,167 BISHAN ST 13 Singapore,1.34814,103.85529
147,112 BISHAN ST 12 Singapore,1.34686,103.84848000000001
148,251 BISHAN ST 22 Singapore,1.36172,103.8441
149,302 SHUNFU RD Singapore,1.34956,103.83899
150,289 BISHAN ST 24 Singapore,1.35687,103.84485
151,248 BISHAN ST 22 Singapore,1.36127,103.84331999999999
152,310 SHUNFU RD Singapore,1.35104,103.83875
153,447 BRIGHT HILL DR Singapore,1.35807,103.83179
154,217 BISHAN ST 23 Singapore,1.35701,103.84945
155,128 BISHAN ST 12 Singapore,1.3459,103.85049000000001
156,183 BISHAN ST 13 Singapore,1.35028,103.85268
157,192 BISHAN ST 13 Singapore,1.34903,103.85112
158,212 BISHAN ST 23 Singapore,1.3564,103.84829
159,201 BISHAN ST 23 Singapore,1.35511,103.84706
160,450 SIN MING AVE Singapore,1.35828,103.83058
161,525 BT BATOK ST 52 Singapore,1.35699,103.75239
162,501 BT BATOK ST 52 Singapore,1.35165,103.75501
163,410 BT BATOK WEST AVE 4 Singapore,1.36463,103.74495999999999
164,408 BT BATOK WEST AVE 4 Singapore,1.36463,103.74495999999999
165,423 BT BATOK WEST AVE 2 Singapore,1.3623299999999998,103.7449
166,272 BT BATOK EAST AVE 4 Singapore,1.3483399999999999,103.75787
167,229 BT BATOK EAST AVE 3 Singapore,1.34802,103.75476
168,217 BT BATOK ST 21 Singapore,1.3469,103.75473000000001
169,421 BT BATOK WEST AVE 2 Singapore,1.3623299999999998,103.74492
170,407 BT BATOK WEST AVE 4 Singapore,1.36466,103.74578000000001
171,240 BT BATOK EAST AVE 5 Singapore,1.35069,103.75399999999999
172,179 BT BATOK WEST AVE 8 Singapore,1.34585,103.74239
173,414 BT BATOK WEST AVE 4 Singapore,1.3637299999999999,103.74593
174,269 BT BATOK EAST AVE 4 Singapore,1.34889,103.75931
175,152 BT BATOK ST 11 Singapore,1.34838,103.74408000000001
176,146 BT BATOK WEST AVE 6 Singapore,1.34948,103.74405
177,533 BT BATOK ST 51 Singapore,1.35607,103.74989000000001
178,157 BT BATOK ST 11 Singapore,1.3486,103.74339
179,540 BT BATOK ST 52 Singapore,1.3542399999999999,103.75126
180,239 BT BATOK EAST AVE 5 Singapore,1.35004,103.75532
181,249 BT BATOK EAST AVE 5 Singapore,1.35081,103.75652
182,316 BT BATOK ST 32 Singapore,1.36074,103.74679
183,250 BT BATOK EAST AVE 5 Singapore,1.35087,103.75709
184,164 BT BATOK ST 11 Singapore,1.3479299999999999,103.74301
185,167 BT BATOK WEST AVE 8 Singapore,1.34712,103.74219000000001
186,312 BT BATOK ST 32 Singapore,1.36004,103.74729
187,208 BT BATOK ST 21 Singapore,1.34568,103.74865
188,534 BT BATOK ST 51 Singapore,1.35611,103.75056
189,311 BT BATOK ST 32 Singapore,1.3598700000000001,103.74858
190,319 BT BATOK ST 33 Singapore,1.3612600000000001,103.74665999999999
191,417 BT BATOK WEST AVE 4 Singapore,1.36306,103.74625
192,307 BT BATOK ST 31 Singapore,1.35802,103.74809
193,138 BT BATOK WEST AVE 6 Singapore,1.35065,103.74445
194,124 BT BATOK CTRL Singapore,1.35105,103.74706
195,291B BT BATOK ST 24 Singapore,1.34296,103.75588
196,288D BT BATOK ST 25 Singapore,1.34564,103.75912
197,113 BT BATOK WEST AVE 6 Singapore,1.34903,103.74524
198,186 BT BATOK WEST AVE 6 Singapore,1.34651,103.7443
199,386 BT BATOK WEST AVE 5 Singapore,1.36369,103.75253000000001
200,337 BT BATOK ST 34 Singapore,1.36333,103.74934
201,165 BT BATOK WEST AVE 8 Singapore,1.34715,103.74175
202,290D BT BATOK EAST AVE 3 Singapore,1.34477,103.75757
203,131 BT BATOK WEST AVE 6 Singapore,1.35093,103.74625
204,291D BT BATOK ST 24 Singapore,1.34369,103.75488
205,291A BT BATOK ST 24 Singapore,1.34343,103.75617
206,384 BT BATOK WEST AVE 5 Singapore,1.3629,103.7518
207,207 BT BATOK ST 21 Singapore,1.34651,103.74935
208,193 BT BATOK WEST AVE 6 Singapore,1.34615,103.7443
209,243 BT BATOK EAST AVE 5 Singapore,1.34992,103.75648000000001
210,388 BT BATOK WEST AVE 5 Singapore,1.36463,103.75220999999999
211,102 BT BATOK WEST AVE 6 Singapore,1.34711,103.7471
212,623 BT BATOK CTRL Singapore,1.35107,103.7496
213,621 BT BATOK CTRL Singapore,1.35046,103.74831999999999
214,622 BT BATOK CTRL Singapore,1.3508200000000001,103.74831999999999
215,202 BT BATOK ST 21 Singapore,1.34691,103.74821
216,524 BT BATOK ST 52 Singapore,1.35713,103.7526
217,28 JLN KLINIK Singapore,1.28791,103.82879
218,48 LOWER DELTA RD Singapore,1.2894,103.82684
219,116 BT MERAH VIEW Singapore,1.2848700000000002,103.82109
220,8 JLN BT HO SWEE Singapore,1.28715,103.83236
221,107 JLN BT MERAH Singapore,1.27997,103.82474
222,5 TELOK BLANGAH CRES Singapore,1.27851,103.81884000000001
223,26 JLN KLINIK Singapore,1.28803,103.82879
224,129 BT MERAH VIEW Singapore,1.2838399999999999,103.82366
225,130 BT MERAH VIEW Singapore,1.2848,103.82406
226,60 TELOK BLANGAH HTS Singapore,1.27627,103.81144
227,130 KIM TIAN RD Singapore,1.28065,103.82918000000001
228,128 BT MERAH VIEW Singapore,1.28304,103.82341
229,38 BEO CRES Singapore,1.28844,103.8272
230,11 CANTONMENT CL Singapore,1.2746600000000001,103.83974
231,77 TELOK BLANGAH DR Singapore,1.27396,103.80837
232,55 TELOK BLANGAH DR Singapore,1.27413,103.81166
233,26D JLN MEMBINA Singapore,1.2819399999999999,103.825
234,26C JLN MEMBINA Singapore,1.28272,103.82495
235,27 LIM LIAK ST Singapore,1.28526,103.83081999999999
236,29 LIM LIAK ST Singapore,1.28524,103.83038
237,46 SENG POH RD Singapore,1.28383,103.83165
238,59 TELOK BLANGAH HTS Singapore,1.27516,103.81345999999999
239,54 LENGKOK BAHRU Singapore,1.2889899999999999,103.8138
240,106A DEPOT RD Singapore,1.28084,103.81102
241,53 LENGKOK BAHRU Singapore,1.2890000000000001,103.81326999999999
242,14 TELOK BLANGAH CRES Singapore,1.2773,103.82055
243,54 TELOK BLANGAH DR Singapore,1.27378,103.81152
244,112B DEPOT RD Singapore,1.28169,103.80752
245,20 JLN MEMBINA Singapore,1.28579,103.82592
246,120 KIM TIAN PL Singapore,1.2827600000000001,103.8278
247,70 REDHILL CL Singapore,1.28669,103.81638000000001
248,68 REDHILL CL Singapore,1.28675,103.81622
249,69 REDHILL CL Singapore,1.28675,103.81622
250,21 JLN MEMBINA Singapore,1.28492,103.82567
251,8A BOON TIONG RD Singapore,1.28671,103.83048000000001
252,27A JLN MEMBINA Singapore,1.28217,103.82483
253,2A BOON TIONG RD Singapore,1.28656,103.833
254,50 HOY FATT RD Singapore,1.28769,103.81161999999999
255,106B DEPOT RD Singapore,1.2808700000000002,103.81078000000001
256,95 HAVELOCK RD Singapore,1.28844,103.83304
257,82 REDHILL LANE Singapore,1.2876299999999998,103.81915
258,119B KIM TIAN RD Singapore,1.28085,103.82725
259,75C REDHILL RD Singapore,1.28892,103.81645
260,121 KIM TIAN PL Singapore,1.28246,103.82813
261,2C BOON TIONG RD Singapore,1.28683,103.83306999999999
262,109 GANGSA RD Singapore,1.37754,103.7677
263,142 PETIR RD Singapore,1.37635,103.76765999999999
264,251 BANGKIT RD Singapore,1.38048,103.7739
265,409 SAUJANA RD Singapore,1.38246,103.76785
266,208 PETIR RD Singapore,1.3738299999999999,103.7749
267,435 BT PANJANG RING RD Singapore,1.38605,103.77051999999999
268,412 SAUJANA RD Singapore,1.38281,103.76816
269,466 SEGAR RD Singapore,1.3868,103.77314
270,140 PETIR RD Singapore,1.37548,103.76876
271,123 PENDING RD Singapore,1.37735,103.77060999999999
272,402 FAJAR RD Singapore,1.3805100000000001,103.76834000000001
273,207 PETIR RD Singapore,1.37384,103.77489
274,520 JELAPANG RD Singapore,1.3867399999999999,103.76643
275,523 JELAPANG RD Singapore,1.38713,103.76533
276,615 BT PANJANG RING RD Singapore,1.38503,103.76254
277,609 BT PANJANG RING RD Singapore,1.3829799999999999,103.76207
278,404 FAJAR RD Singapore,1.38093,103.76743
279,631 SENJA RD Singapore,1.38687,103.75999
280,629 SENJA RD Singapore,1.38686,103.75932
281,440 FAJAR RD Singapore,1.38343,103.77013000000001
282,204 PETIR RD Singapore,1.37322,103.77521
283,506 JELAPANG RD Singapore,1.3867399999999999,103.76805
284,136 PETIR RD Singapore,1.37458,103.76885
285,652 SENJA LINK Singapore,1.3874799999999998,103.76361
286,620 BT PANJANG RING RD Singapore,1.3859700000000001,103.76168
287,656 SENJA RD Singapore,1.3878,103.76453000000001
288,448 BT PANJANG RING RD Singapore,1.3835899999999999,103.77176
289,507 JELAPANG RD Singapore,1.3867399999999999,103.76765999999999
290,625 SENJA RD Singapore,1.38543,103.76045
291,623 SENJA RD Singapore,1.38642,103.76227
292,610 SENJA RD Singapore,1.38315,103.76123
293,611 BT PANJANG RING RD Singapore,1.3834799999999998,103.76203000000001
294,627 SENJA RD Singapore,1.38523,103.75955
295,626 SENJA RD Singapore,1.38517,103.75965
296,608 SENJA RD Singapore,1.38268,103.76136
297,182 JELEBU RD Singapore,1.38005,103.7634
298,606 SENJA RD Singapore,1.38152,103.7616
299,478 SEGAR RD Singapore,1.38944,103.77306
300,470 SEGAR RD Singapore,1.3886399999999999,103.77325
301,124 PENDING RD Singapore,1.37706,103.77098000000001
302,653 SENJA LINK Singapore,1.38677,103.76406999999999
303,135 CASHEW RD Singapore,1.37389,103.76895999999999
304,184 JELEBU RD Singapore,1.3797,103.76222
305,183 JELEBU RD Singapore,1.38015,103.76284
306,543 JELAPANG RD Singapore,1.3826200000000002,103.76419
307,1 TOH YI DR Singapore,1.3394,103.77484
308,5 FARRER RD Singapore,1.3168600000000001,103.80728
309,34 UPP CROSS ST Singapore,1.28627,103.84246
310,3 TG PAGAR PLAZA Singapore,1.27557,103.84259
311,538 UPP CROSS ST Singapore,1.28526,103.84623
312,532 UPP CROSS ST Singapore,1.28425,103.84558
313,53 CHIN SWEE RD Singapore,1.28729,103.84101
314,1A CANTONMENT RD Singapore,1.2765799999999998,103.8408
315,1F CANTONMENT RD Singapore,1.27591,103.8409
316,1C CANTONMENT RD Singapore,1.2765799999999998,103.8408
317,1B CANTONMENT RD Singapore,1.2765799999999998,103.8408
318,1E CANTONMENT RD Singapore,1.27657,103.8408
319,5 TECK WHYE AVE Singapore,1.38192,103.75345
320,15 TECK WHYE LANE Singapore,1.37891,103.75473000000001
321,459 CHOA CHU KANG AVE 4 Singapore,1.37799,103.73521
322,206 CHOA CHU KANG CTRL Singapore,1.38084,103.74838000000001
323,690A CHOA CHU KANG CRES Singapore,1.40277,103.75174
324,20 TECK WHYE LANE Singapore,1.3790200000000001,103.75328
325,295 CHOA CHU KANG AVE 2 Singapore,1.3783299999999998,103.74088
326,110 TECK WHYE LANE Singapore,1.3784,103.75215
327,409 CHOA CHU KANG AVE 3 Singapore,1.38127,103.74179000000001
328,688A CHOA CHU KANG DR Singapore,1.40402,103.75015
329,485A CHOA CHU KANG AVE 5 Singapore,1.37432,103.73832
330,16 TECK WHYE LANE Singapore,1.3786200000000002,103.7548
331,103 TECK WHYE LANE Singapore,1.3772799999999998,103.75356
332,687A CHOA CHU KANG DR Singapore,1.40441,103.75025
333,407 CHOA CHU KANG AVE 3 Singapore,1.38024,103.74067
334,160 JLN TECK WHYE Singapore,1.38097,103.75650999999999
335,686C CHOA CHU KANG CRES Singapore,1.4045299999999998,103.74892
336,670A CHOA CHU KANG CRES Singapore,1.403,103.74746
337,114 TECK WHYE LANE Singapore,1.37839,103.75088000000001
338,238 CHOA CHU KANG CTRL Singapore,1.37933,103.74825
339,202 CHOA CHU KANG AVE 1 Singapore,1.38199,103.74945
340,296A CHOA CHU KANG AVE 2 Singapore,1.37731,103.74091999999999
341,616 CHOA CHU KANG ST 62 Singapore,1.39983,103.74476
342,155 JLN TECK WHYE Singapore,1.37859,103.75721
343,402 CHOA CHU KANG AVE 3 Singapore,1.37939,103.73940999999999
344,422 CHOA CHU KANG AVE 4 Singapore,1.38225,103.74082
345,296 CHOA CHU KANG AVE 2 Singapore,1.37732,103.74094000000001
346,226 CHOA CHU KANG CTRL Singapore,1.38139,103.74517
347,472 CHOA CHU KANG AVE 3 Singapore,1.3792799999999998,103.7373
348,673 CHOA CHU KANG CRES Singapore,1.40144,103.74831999999999
349,410 CHOA CHU KANG AVE 3 Singapore,1.38078,103.74149
350,406 CHOA CHU KANG AVE 3 Singapore,1.3800700000000001,103.74025999999999
351,788 CHOA CHU KANG NTH 6 Singapore,1.39567,103.74829
352,631 CHOA CHU KANG NTH 6 Singapore,1.3968,103.74781999999999
353,641 CHOA CHU KANG ST 64 Singapore,1.39856,103.74984
354,765 CHOA CHU KANG NTH 5 Singapore,1.3930200000000001,103.75001
355,473 CHOA CHU KANG AVE 3 Singapore,1.37945,103.73838
356,691B CHOA CHU KANG CRES Singapore,1.40171,103.7514
357,14 TECK WHYE LANE Singapore,1.37856,103.75531
358,689A CHOA CHU KANG DR Singapore,1.40323,103.75045
359,760 CHOA CHU KANG NTH 5 Singapore,1.39297,103.74715
360,102 TECK WHYE LANE Singapore,1.37724,103.75428000000001
361,509 CHOA CHU KANG ST 51 Singapore,1.38821,103.74174000000001
362,763 CHOA CHU KANG NTH 5 Singapore,1.3929799999999999,103.74829
363,503 CHOA CHU KANG ST 51 Singapore,1.38859,103.7425
364,474 CHOA CHU KANG AVE 3 Singapore,1.379,103.73867
365,441 CHOA CHU KANG AVE 4 Singapore,1.3833,103.74003
366,502 CHOA CHU KANG ST 51 Singapore,1.38913,103.74328
367,471 CHOA CHU KANG AVE 3 Singapore,1.37873,103.73675
368,282 CHOA CHU KANG AVE 3 Singapore,1.38053,103.74337
369,287 CHOA CHU KANG AVE 2 Singapore,1.3790799999999999,103.74167
370,690B CHOA CHU KANG CRES Singapore,1.40305,103.75183
371,457 CHOA CHU KANG AVE 4 Singapore,1.37875,103.73635
372,757 CHOA CHU KANG NTH 5 Singapore,1.39273,103.74606
373,208 CHOA CHU KANG CTRL Singapore,1.38134,103.74804
374,163 JLN TECK WHYE Singapore,1.38084,103.75684
375,604 CHOA CHU KANG ST 62 Singapore,1.39798,103.74476999999999
376,513 WEST COAST RD Singapore,1.30836,103.7603
377,346 CLEMENTI AVE 5 Singapore,1.31749,103.76996
378,354 CLEMENTI AVE 2 Singapore,1.31441,103.77051
379,515 WEST COAST RD Singapore,1.30816,103.75968
380,703 WEST COAST RD Singapore,1.3068600000000001,103.76092
381,602 CLEMENTI WEST ST 1 Singapore,1.3047600000000001,103.76581999999999
382,351 CLEMENTI AVE 2 Singapore,1.31554,103.77082
383,429 CLEMENTI AVE 3 Singapore,1.31349,103.76283000000001
384,304 CLEMENTI AVE 4 Singapore,1.32105,103.76534000000001
385,307 CLEMENTI AVE 4 Singapore,1.32125,103.76697
386,308 CLEMENTI AVE 4 Singapore,1.32125,103.76697
387,374 CLEMENTI AVE 4 Singapore,1.31925,103.76679
388,434 CLEMENTI AVE 3 Singapore,1.3143799999999999,103.76158000000001
389,729 CLEMENTI WEST ST 2 Singapore,1.30514,103.76361999999999
390,331 CLEMENTI AVE 2 Singapore,1.3143799999999999,103.7679
391,511 WEST COAST DR Singapore,1.31053,103.76048
392,318 CLEMENTI AVE 4 Singapore,1.31802,103.76493
393,605 CLEMENTI WEST ST 1 Singapore,1.30515,103.7681
394,342 CLEMENTI AVE 5 Singapore,1.3183799999999999,103.76957
395,43 CIRCUIT RD Singapore,1.32636,103.8854
396,109 ALJUNIED CRES Singapore,1.31961,103.88441999999999
397,82 MACPHERSON LANE Singapore,1.33249,103.88544
398,58 CIRCUIT RD Singapore,1.32492,103.88687
399,61 CIRCUIT RD Singapore,1.32566,103.88750999999999
400,20 BALAM RD Singapore,1.33099,103.88736999999999
401,93 PAYA LEBAR WAY Singapore,1.32293,103.88805
402,25 EUNOS CRES Singapore,1.32359,103.9024
403,23 BALAM RD Singapore,1.33081,103.88646
404,21 EUNOS CRES Singapore,1.32407,103.90321
405,9 HAIG RD Singapore,1.31428,103.89612
406,16 EUNOS CRES Singapore,1.32283,103.90476
407,102 ALJUNIED CRES Singapore,1.3197299999999998,103.88249
408,31 BALAM RD Singapore,1.3299,103.88589
409,126 GEYLANG EAST AVE 1 Singapore,1.31756,103.88736
410,45 SIMS DR Singapore,1.31697,103.87835
411,10 HAIG RD Singapore,1.31463,103.89594
412,22 HAIG RD Singapore,1.31352,103.89488
413,34 CASSIA CRES Singapore,1.30942,103.88439
414,34 EUNOS CRES Singapore,1.32113,103.90095
415,44 SIMS DR Singapore,1.3163799999999999,103.87691
416,352 UBI AVE 1 Singapore,1.3254299999999999,103.89965
417,11 EUNOS CRES Singapore,1.32155,103.90437
418,11 HAIG RD Singapore,1.31484,103.89636999999999
419,67 CIRCUIT RD Singapore,1.32565,103.88790999999999
420,28 CASSIA CRES Singapore,1.30912,103.88364
421,125 ALJUNIED RD Singapore,1.32303,103.88181
422,123 PAYA LEBAR WAY Singapore,1.32273,103.88345
423,6 HAIG RD Singapore,1.31304,103.89694
424,5 PINE CL Singapore,1.3073700000000001,103.88241
425,45 JLN TIGA Singapore,1.3088799999999998,103.88453
426,22 HOUGANG AVE 3 Singapore,1.36448,103.8908
427,2 HOUGANG AVE 3 Singapore,1.3632600000000001,103.89415
428,530 HOUGANG AVE 6 Singapore,1.37539,103.89024
429,307 HOUGANG AVE 5 Singapore,1.3664399999999999,103.89491
430,121 HOUGANG AVE 1 Singapore,1.35359,103.88673
431,309 HOUGANG AVE 5 Singapore,1.3664399999999999,103.89491
432,317 HOUGANG AVE 7 Singapore,1.36513,103.89635
433,242 HOUGANG ST 22 Singapore,1.35705,103.89163
434,327 HOUGANG AVE 5 Singapore,1.3685,103.89639
435,328 HOUGANG AVE 5 Singapore,1.3686,103.89643000000001
436,644 HOUGANG AVE 8 Singapore,1.37165,103.88125
437,335 HOUGANG AVE 7 Singapore,1.3690200000000001,103.89888
438,501 HOUGANG AVE 8 Singapore,1.37245,103.88683
